params,true_negative,true_positive,false_positive,false_negative
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 20, 'min_samples_split': 30, 'min_samples_leaf': 200}",14,316,12,50
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 7}",11,305,15,61
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 8}",7,310,19,56
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 9}",13,302,13,64
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 10}",12,284,14,82
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 20}",9,278,17,88
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 50}",15,285,11,81
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 100}",15,289,11,77
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 200}",14,316,12,50
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 3, 'min_samples_leaf': 7}",11,305,15,61
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 3, 'min_samples_leaf': 8}",7,310,19,56
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 3, 'min_samples_leaf': 9}",13,302,13,64
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 3, 'min_samples_leaf': 10}",12,284,14,82
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 3, 'min_samples_leaf': 20}",9,278,17,88
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 3, 'min_samples_leaf': 50}",15,285,11,81
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 3, 'min_samples_leaf': 100}",15,289,11,77
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 3, 'min_samples_leaf': 200}",14,316,12,50
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 7}",11,305,15,61
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 8}",7,310,19,56
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 9}",13,302,13,64
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 10}",12,284,14,82
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 20}",9,278,17,88
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 50}",15,285,11,81
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 100}",15,289,11,77
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 200}",14,316,12,50
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 20, 'min_samples_leaf': 7}",8,311,18,55
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 20, 'min_samples_leaf': 8}",15,312,11,54
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 20, 'min_samples_leaf': 9}",10,283,16,83
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 20, 'min_samples_leaf': 10}",12,284,14,82
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 20, 'min_samples_leaf': 20}",9,278,17,88
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 20, 'min_samples_leaf': 50}",15,285,11,81
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 20, 'min_samples_leaf': 100}",15,289,11,77
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 20, 'min_samples_leaf': 200}",14,316,12,50
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 30, 'min_samples_leaf': 7}",8,301,18,65
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 30, 'min_samples_leaf': 8}",11,295,15,71
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 30, 'min_samples_leaf': 9}",11,294,15,72
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 30, 'min_samples_leaf': 10}",14,293,12,73
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 30, 'min_samples_leaf': 20}",9,278,17,88
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 30, 'min_samples_leaf': 50}",15,285,11,81
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 30, 'min_samples_leaf': 100}",15,289,11,77
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 9, 'max_depth': 30, 'min_samples_split': 30, 'min_samples_leaf': 200}",14,316,12,50
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 7}",11,305,15,61
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 8}",7,310,19,56
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 9}",13,302,13,64
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 10}",12,284,14,82
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 20}",9,278,17,88
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 50}",15,285,11,81
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 100}",15,289,11,77
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 200}",14,316,12,50
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 7}",11,305,15,61
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 8}",7,310,19,56
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 9}",13,302,13,64
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 10}",12,284,14,82
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 20}",9,278,17,88
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 50}",15,285,11,81
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 100}",15,289,11,77
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 200}",14,316,12,50
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 7}",11,305,15,61
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 8}",7,310,19,56
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 9}",13,302,13,64
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 10}",12,284,14,82
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 20}",9,278,17,88
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 50}",15,285,11,81
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 100}",15,289,11,77
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 200}",14,316,12,50
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 20, 'min_samples_leaf': 7}",8,311,18,55
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 20, 'min_samples_leaf': 8}",15,312,11,54
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 20, 'min_samples_leaf': 9}",10,283,16,83
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 20, 'min_samples_leaf': 10}",12,284,14,82
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 20, 'min_samples_leaf': 20}",9,278,17,88
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 20, 'min_samples_leaf': 50}",15,285,11,81
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 20, 'min_samples_leaf': 100}",15,289,11,77
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 20, 'min_samples_leaf': 200}",14,316,12,50
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 30, 'min_samples_leaf': 7}",8,301,18,65
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 30, 'min_samples_leaf': 8}",11,295,15,71
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 30, 'min_samples_leaf': 9}",11,294,15,72
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 30, 'min_samples_leaf': 10}",14,293,12,73
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 30, 'min_samples_leaf': 20}",9,278,17,88
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 30, 'min_samples_leaf': 50}",15,285,11,81
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 30, 'min_samples_leaf': 100}",15,289,11,77
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': None, 'min_samples_split': 30, 'min_samples_leaf': 200}",14,316,12,50
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 7}",9,302,17,64
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 8}",11,323,15,43
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 9}",8,324,18,42
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 10}",12,312,14,54
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 20}",9,300,17,66
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 50}",17,263,9,103
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 100}",15,289,11,77
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 200}",14,316,12,50
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 7}",9,302,17,64
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 8}",11,323,15,43
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 9}",8,324,18,42
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 10}",12,312,14,54
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 20}",9,300,17,66
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 50}",17,263,9,103
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 100}",15,289,11,77
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 200}",14,316,12,50
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 7}",9,302,17,64
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 8}",11,323,15,43
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 9}",8,324,18,42
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 10}",12,312,14,54
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 20}",9,300,17,66
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 50}",17,263,9,103
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 100}",15,289,11,77
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 200}",14,316,12,50
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 20, 'min_samples_leaf': 7}",5,317,21,49
"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42, 'max_features': 10, 'max_depth': 10, 'min_samples_split': 20, 'min_samples_leaf': 8}",5,320,21,46
